R,G,B,y
209,144,106,1
242,190,177,1
24,63,60,-1
5,9,10,-1
162,197,237,-1
118,168,157,-1
4,17,23,-1
86,131,128,-1
85,143,144,-1
230,163,144,1
233,248,59,-1
127,172,175,-1
18,57,54,-1
28,64,62,-1
155,195,195,-1
119,162,143,-1
225,164,145,1
219,152,100,1
132,177,180,-1
28,62,61,-1
120,68,47,1
135,179,182,-1
40,75,35,-1
232,181,160,1
216,153,122,1
33,83,82,-1
141,141,141,-1
130,175,178,-1
203,138,100,1
88,138,135,-1
147,22,0,-1
217,167,130,1
222,147,116,1
11,14,23,-1
129,85,74,1
9,41,38,-1
22,56,55,-1
244,224,103,-1
220,143,97,1
224,171,155,1
87,137,138,-1
128,176,178,-1
0,14,15,-1
163,192,190,-1
84,132,134,-1
35,90,87,-1
4,22,22,-1
28,77,74,-1
1,1,1,-1
129,174,177,-1
251,211,201,1
126,176,177,-1
120,168,168,-1
68,79,81,-1
3,3,5,-1
107,157,156,-1
99,145,142,-1
182,170,174,-1
135,179,180,-1
23,77,79,-1
80,138,139,-1
250,186,148,1
141,183,182,-1
149,102,46,1
21,55,54,-1
198,216,220,-1
158,196,197,-1
21,169,147,-1
45,101,100,-1
247,68,90,-1
126,174,176,-1
117,165,165,-1
96,116,179,-1
252,187,147,1
1,181,0,-1
218,154,119,1
149,100,70,1
1,10,15,-1
225,182,166,1
226,180,164,1
127,175,177,-1
139,183,184,-1
126,161,157,-1
103,142,175,-1
115,163,165,-1
85,143,144,-1
224,169,130,1
43,97,97,-1
250,42,56,-1
158,193,197,-1
129,174,177,-1
99,144,175,-1
43,97,97,-1
228,164,154,1
114,163,167,-1
16,55,54,-1
35,91,92,-1
255,192,154,1
137,181,180,-1
141,187,185,-1
255,192,149,1
121,225,255,-1
161,199,238,-1
123,162,159,-1
156,96,44,1
25,71,69,-1
135,180,185,-1
219,173,139,1
230,231,223,-1
87,106,110,-1
130,174,177,-1
7,33,32,-1
157,103,56,1
164,199,201,-1
83,82,124,-1
255,155,95,-1
2,17,20,-1
250,250,248,-1
160,198,199,-1
63,125,124,-1
127,171,170,-1
40,74,75,-1
119,167,167,-1
23,59,57,-1
93,143,142,-1
29,71,70,-1
56,70,73,-1
89,140,141,-1
163,201,202,-1
114,162,164,-1
7,33,34,-1
102,151,148,-1
42,58,118,-1
222,146,97,1
29,58,56,-1
152,192,192,-1
119,168,172,-1
121,169,171,-1
214,152,113,1
141,185,186,-1
122,167,172,-1
108,139,1,-1
184,134,97,1
255,193,155,1
162,200,201,-1
116,166,165,-1
27,66,61,-1
255,191,153,1
129,177,179,-1
131,179,181,-1
66,78,78,-1
16,52,52,-1
227,228,248,-1
139,95,50,1
23,59,55,-1
54,77,93,-1
224,160,148,1
244,200,189,1
217,156,112,1
115,166,167,-1
223,160,117,1
225,176,162,1
129,177,179,-1
127,89,80,1
124,83,39,1
230,165,143,1
0,181,2,-1
25,65,65,-1
56,114,115,-1
233,190,174,1
19,29,30,-1
146,161,156,-1
163,198,200,-1
164,195,197,-1
16,30,31,-1
22,57,53,-1
172,203,205,-1
85,133,133,-1
139,180,184,-1
100,150,149,-1
131,91,79,1
122,170,170,-1
18,54,52,-1
115,154,149,-1
133,181,183,-1
93,142,139,-1
194,30,64,-1
88,130,128,-1
235,185,174,1
232,184,170,1
134,180,180,-1
124,172,174,-1
188,115,82,1
11,45,44,-1
23,59,55,-1
139,184,187,-1
105,154,151,-1
159,199,199,-1
129,174,177,-1
186,112,73,1
29,70,66,-1
0,8,6,-1
125,173,175,-1
60,122,121,-1
139,183,184,-1
134,180,180,-1
6,32,33,-1
137,178,182,-1
114,165,168,-1
119,168,172,-1
135,90,48,1
25,65,64,-1
119,161,157,-1
28,68,68,-1
106,157,160,-1
218,172,138,1
121,169,171,-1
134,178,179,-1
128,176,178,-1
206,211,109,-1
19,61,60,-1
145,87,75,1
230,161,130,1
220,99,152,-1
235,182,168,1
121,169,171,-1
56,56,56,-1
138,182,183,-1
159,108,104,1
42,96,98,-1
32,40,43,-1
191,112,71,1
140,182,181,-1
255,154,95,-1
161,195,196,-1
109,160,163,-1
105,159,161,-1
39,41,40,-1
138,182,183,-1
137,178,182,-1
158,172,172,-1
254,130,132,-1
205,153,114,1
135,179,182,-1
119,137,139,-1
189,135,99,1
37,87,86,-1
57,115,116,-1
221,151,102,1
50,104,104,-1
122,161,158,-1
142,188,188,-1
148,115,96,1
133,85,47,1
162,197,199,-1
218,150,127,1
91,143,141,-1
218,164,126,1
231,185,151,1
222,150,100,1
23,63,62,-1
72,126,128,-1
162,200,203,-1
189,8,17,-1
111,64,44,1
76,130,132,-1
22,61,56,-1
7,28,29,-1
3,15,97,-1
221,139,92,1
17,57,57,-1
125,169,172,-1
230,173,130,1
19,59,59,-1
214,161,119,1
124,172,174,-1
20,60,60,-1
91,138,146,-1
23,172,150,-1
127,172,175,-1
160,195,197,-1
153,192,191,-1
87,165,45,-1
0,11,11,-1
133,179,179,-1
26,65,62,-1
160,105,66,1
221,167,129,1
123,173,174,-1
98,140,138,-1
127,172,175,-1
0,10,8,-1
121,161,160,-1
2,16,19,-1
255,186,150,1
95,151,152,-1
37,51,51,-1
112,162,163,-1
131,175,178,-1
21,55,54,-1
131,88,81,1
125,161,157,-1
1,183,0,-1
137,178,182,-1
161,109,51,1
0,9,91,-1
24,70,68,-1
201,40,45,-1
135,179,182,-1
153,93,43,1
132,178,178,-1
219,223,235,-1
230,180,145,1
1,1,1,-1
127,175,177,-1
227,168,134,1
117,186,168,-1
158,196,197,-1
8,18,17,-1
83,137,137,-1
178,118,66,1
109,163,165,-1
6,1,7,-1
3,16,22,-1
128,175,167,-1
119,170,171,-1
64,113,110,-1
220,162,124,1
134,178,181,-1
161,199,200,-1
154,158,161,-1
10,42,41,-1
88,139,132,-1
119,169,168,-1
128,163,159,-1
141,185,186,-1
99,151,149,-1
237,185,148,1
221,168,134,1
93,130,123,-1
6,32,31,-1
81,139,140,-1
119,170,171,-1
70,80,79,-1
172,203,205,-1
221,220,225,-1
217,155,116,1
255,255,255,-1
251,255,254,-1
114,162,164,-1
231,164,145,1
7,41,40,-1
229,214,235,-1
162,197,199,-1
210,215,113,-1
84,138,138,-1
211,157,119,1
254,192,155,1
202,133,64,1
0,8,7,-1
115,163,165,-1
40,88,76,-1
19,68,65,-1
221,169,132,1
216,173,130,1
163,201,202,-1
0,6,5,-1
126,171,174,-1
134,178,181,-1
171,104,77,1
214,150,140,1
125,88,79,1
136,180,183,-1
131,176,179,-1
97,136,133,-1
137,176,173,-1
254,184,148,1
2,0,3,-1
36,86,85,-1
131,175,178,-1
123,83,73,1
1,7,7,-1
86,131,128,-1
128,172,173,-1
237,175,154,1
120,164,189,-1
126,174,176,-1
5,129,9,-1
177,122,119,1
112,160,162,-1
6,16,17,-1
202,51,82,-1
188,114,77,1
122,170,172,-1
121,162,158,-1
248,112,24,-1
134,182,184,-1
135,179,180,-1
142,187,190,-1
97,136,133,-1
24,70,68,-1
115,160,157,-1
20,125,24,-1
157,151,139,-1
163,198,200,-1
254,189,151,1
19,61,60,-1
233,187,151,1
13,49,47,-1
116,166,167,-1
23,59,57,-1
135,179,182,-1
161,199,200,-1
162,200,201,-1
33,87,89,-1
224,231,241,-1
131,175,178,-1
228,190,171,1
35,81,78,-1
92,133,129,-1
221,161,150,1
232,166,150,1
133,177,178,-1
213,78,56,-1
123,181,167,-1
47,105,106,-1
79,133,135,-1
131,176,181,-1
156,96,44,1
218,154,118,1
132,177,180,-1
94,143,140,-1
43,57,58,-1
158,196,197,-1
9,24,21,-1
26,65,62,-1
235,182,168,1
14,31,85,-1
14,25,89,-1
105,125,152,-1
129,179,178,-1
29,79,78,-1
159,194,196,-1
102,156,158,-1
153,102,47,1
185,112,181,-1
127,175,177,-1
136,177,181,-1
129,174,177,-1
130,175,178,-1
124,163,168,-1
135,179,182,-1
135,179,182,-1
112,88,114,-1
86,137,140,-1
97,149,147,-1
17,25,27,-1
171,178,186,-1
5,39,38,-1
26,61,57,-1
255,110,45,-1
86,142,143,-1
18,52,51,-1
134,178,181,-1
3,23,22,-1
134,178,181,-1
60,106,104,-1
137,181,182,-1
110,129,133,-1
186,130,129,1
167,146,115,1
102,156,158,-1
85,134,138,-1
159,193,195,-1
250,229,112,-1
128,176,178,-1
45,47,44,-1
20,62,61,-1
162,197,199,-1
3,9,7,-1
162,200,201,-1
105,155,154,-1
0,3,2,-1
17,53,51,-1
112,161,165,-1
25,64,63,-1
170,204,205,-1
107,138,1,-1
35,51,50,-1
22,57,53,-1
35,94,90,-1
113,168,163,-1
137,137,137,-1
163,198,200,-1
9,35,36,-1
174,200,201,-1
85,134,131,-1
140,93,49,1
159,194,198,-1
141,172,174,-1
220,161,143,1
249,184,144,1
64,110,108,-1
250,250,248,-1
124,170,186,-1
206,147,113,1
226,182,171,1
184,115,84,1
4,18,19,-1
208,51,78,-1
215,146,113,1
162,197,199,-1
136,177,181,-1
152,192,192,-1
11,40,38,-1
170,204,205,-1
226,173,131,1
120,170,171,-1
231,121,106,-1
204,50,76,-1
199,229,195,-1
75,94,232,-1
230,165,135,1
247,28,68,-1
47,75,76,-1
54,108,108,-1
29,73,72,-1
22,64,62,-1
0,176,7,-1
214,155,121,1
135,179,180,-1
121,96,197,-1
189,191,90,-1
113,161,163,-1
89,141,139,-1
132,178,178,-1
109,163,165,-1
17,51,50,-1
172,184,184,-1
234,179,78,-1
102,152,153,-1
161,196,198,-1
158,196,197,-1
22,58,54,-1
237,47,49,-1
234,176,162,1
66,78,76,-1
160,198,199,-1
135,181,181,-1
150,98,58,1
255,87,112,-1
133,178,181,-1
115,161,158,-1
24,62,65,-1
149,93,42,1
136,166,174,-1
255,252,251,-1
1,5,4,-1
158,198,198,-1
0,255,0,-1
16,19,24,-1
137,178,180,-1
221,218,213,-1
252,184,147,1
110,75,177,-1
28,34,34,-1
20,54,53,-1
8,14,14,-1
125,82,73,1
18,54,52,-1
115,165,166,-1
44,54,55,-1
129,68,47,1
224,181,146,1
128,0,255,-1
79,128,125,-1
171,115,56,1
73,99,98,-1
228,181,139,1
255,246,4,-1
229,182,166,1
131,177,177,-1
146,186,188,-1
241,182,164,1
253,186,144,1
85,139,141,-1
134,178,181,-1
134,168,177,-1
222,18,19,-1
221,159,118,1
132,180,182,-1
131,176,179,-1
248,193,173,1
13,21,23,-1
135,171,187,-1
236,238,251,-1
102,134,0,-1
229,162,136,1
226,177,162,1
232,169,162,1
159,194,198,-1
164,199,237,-1
219,172,126,1
149,20,0,-1
251,47,80,-1
138,93,52,1
169,203,204,-1
174,190,239,-1
43,97,97,-1
143,183,185,-1
122,130,47,-1
112,162,163,-1
210,145,103,1
59,117,118,-1
135,167,162,-1
229,162,135,1
10,50,50,-1
31,45,45,-1
59,78,82,-1
20,65,68,-1
121,150,146,-1
24,56,55,-1
235,237,249,-1
254,214,206,1
125,173,175,-1
133,175,174,-1
132,180,182,-1
65,149,64,-1
92,141,138,-1
135,181,181,-1
235,188,172,1
117,167,168,-1
70,116,114,-1
132,176,179,-1
117,167,168,-1
0,128,255,-1
159,106,102,1
112,116,117,-1
204,213,228,-1
124,86,75,1
135,179,180,-1
131,166,160,-1
20,56,52,-1
98,148,147,-1
216,133,89,1
23,59,55,-1
112,162,163,-1
255,189,150,1
219,171,135,1
137,178,182,-1
82,118,118,-1
0,2,1,-1
164,199,201,-1
220,146,99,1
52,132,169,-1
122,170,172,-1
138,91,49,1
17,56,55,-1
35,81,78,-1
25,69,68,-1
124,172,174,-1
113,169,168,-1
144,185,187,-1
169,107,58,1
13,49,47,-1
7,5,6,-1
120,152,151,-1
134,76,62,1
118,166,168,-1
132,180,182,-1
61,72,56,-1
226,184,168,1
19,55,51,-1
128,176,176,-1
118,166,166,-1
126,174,176,-1
115,163,163,-1
35,86,89,-1
64,113,110,-1
214,160,122,1
77,88,46,-1
22,63,59,-1
171,0,0,-1
230,160,101,1
127,175,177,-1
159,199,201,-1
162,197,199,-1
135,179,182,-1
119,169,170,-1
112,163,164,-1
132,180,180,-1
170,204,205,-1
157,197,197,-1
0,20,73,-1
163,197,199,-1
21,65,64,-1
17,53,51,-1
132,92,84,1
216,161,122,1
18,55,63,-1
131,171,137,-1
129,177,179,-1
127,162,158,-1
125,173,175,-1
159,194,198,-1
165,112,106,1
133,178,181,-1
216,150,115,1
129,177,179,-1
90,143,135,-1
228,179,165,1
228,179,165,1
119,168,172,-1
146,184,187,-1
255,192,149,1
133,178,181,-1
142,186,187,-1
1,9,11,-1
141,24,15,-1
131,179,181,-1
209,143,108,1
246,66,91,-1
113,156,198,-1
255,207,196,1
90,140,139,-1
156,104,57,1
126,172,169,-1
230,184,168,1
114,164,165,-1
122,170,172,-1
1,22,23,-1
154,192,193,-1
49,49,49,-1
72,0,4,-1
119,132,228,-1
231,165,139,1
163,198,200,-1
163,198,200,-1
119,170,171,-1
86,131,128,-1
208,213,110,-1
36,72,72,-1
127,173,173,-1
57,99,98,-1
16,52,50,-1
7,33,34,-1
232,46,49,-1
72,82,92,-1
15,54,53,-1
112,163,166,-1
250,250,248,-1
52,106,106,-1
118,167,171,-1
60,93,98,-1
0,3,2,-1
0,18,19,-1
214,148,113,1
133,171,174,-1
123,141,165,-1
122,172,173,-1
252,214,203,1
88,142,144,-1
25,61,61,-1
139,185,185,-1
194,213,230,-1
223,154,121,1
115,165,166,-1
177,123,121,1
88,133,130,-1
132,176,177,-1
2,0,3,-1
207,143,134,1
47,103,102,-1
228,167,164,1
0,17,18,-1
215,160,121,1
134,173,170,-1
103,133,1,-1
137,173,171,-1
163,197,199,-1
253,191,154,1
114,159,156,-1
117,165,169,-1
87,129,128,-1
241,217,109,-1
99,150,151,-1
162,197,199,-1
49,57,60,-1
154,163,180,-1
127,170,176,-1
217,215,218,-1
147,83,37,1
155,104,61,1
17,61,60,-1
129,174,177,-1
24,56,55,-1
154,96,48,1
151,20,2,-1
92,140,140,-1
241,185,168,1
171,70,16,-1
135,181,181,-1
0,9,8,-1
255,45,77,-1
106,155,152,-1
125,173,175,-1
164,195,198,-1
128,176,180,-1
21,60,55,-1
158,198,198,-1
232,159,127,1
54,112,113,-1
114,160,158,-1
87,133,131,-1
204,209,106,-1
124,169,174,-1
145,91,44,1
221,178,159,1
1,1,1,-1
224,144,95,1
162,89,158,-1
109,160,163,-1
0,14,15,-1
124,8,135,-1
61,106,103,-1
16,26,95,-1
165,200,202,-1
23,111,37,-1
127,162,158,-1
15,56,60,-1
121,171,172,-1
216,164,125,1
90,138,138,-1
1,5,4,-1
114,163,167,-1
165,200,202,-1
151,20,2,-1
22,56,55,-1
233,182,75,-1
97,143,140,-1
211,53,86,-1
134,180,180,-1
142,186,187,-1
133,177,180,-1
23,83,120,-1
148,188,190,-1
17,53,53,-1
35,79,78,-1
2,182,0,-1
167,197,199,-1
112,129,155,-1
90,139,136,-1
129,177,179,-1
135,179,180,-1
212,53,81,-1
138,182,183,-1
87,137,138,-1
249,187,146,1
179,113,53,1
117,165,165,-1
88,142,144,-1
131,169,170,-1
151,195,194,-1
4,14,16,-1
164,195,200,-1
58,116,117,-1
17,47,45,-1
120,168,172,-1
20,56,56,-1
252,161,255,-1
163,197,199,-1
224,177,135,1
134,178,181,-1
153,96,41,1
49,105,106,-1
214,80,53,-1
157,195,196,-1
0,3,3,-1
192,127,63,1
90,139,136,-1
114,165,168,-1
21,55,54,-1
9,49,49,-1
199,204,101,-1
128,0,255,-1
85,141,142,-1
252,206,193,1
237,191,176,1
127,172,175,-1
40,91,95,-1
24,65,61,-1
135,86,54,1
140,184,185,-1
250,186,148,1
91,131,130,-1
45,55,57,-1
123,167,170,-1
135,179,182,-1
188,115,80,1
127,175,177,-1
126,88,79,1
99,143,144,-1
34,79,76,-1
0,1,2,-1
0,6,6,-1
17,53,53,-1
228,175,161,1
85,134,131,-1
161,196,198,-1
195,125,63,1
90,135,132,-1
109,155,152,-1
130,175,180,-1
253,213,203,1
249,67,92,-1
137,79,65,1
55,106,107,-1
120,168,170,-1
185,130,99,1
113,161,163,-1
88,140,138,-1
125,173,175,-1
81,167,200,-1
54,112,113,-1
57,161,134,-1
162,200,201,-1
135,179,180,-1
41,97,94,-1
122,172,173,-1
139,183,184,-1
18,52,51,-1
8,34,35,-1
213,138,96,1
161,196,198,-1
0,13,14,-1
134,179,182,-1
129,174,177,-1
91,131,130,-1
159,194,196,-1
219,96,151,-1
6,15,20,-1
91,137,255,-1
82,140,141,-1
194,206,222,-1
153,92,99,-1
162,197,199,-1
255,111,103,-1
124,172,176,-1
135,179,182,-1
226,154,116,1
19,64,61,-1
122,172,173,-1
199,197,211,-1
230,166,130,1
104,153,150,-1
145,193,195,-1
26,36,37,-1
118,169,170,-1
158,193,197,-1
189,134,131,1
222,144,98,1
163,197,199,-1
77,110,226,-1
255,212,203,1
3,24,27,-1
141,185,186,-1
164,199,203,-1
112,160,164,-1
151,191,191,-1
80,135,132,-1
131,175,178,-1
132,178,178,-1
162,198,198,-1
212,153,119,1
122,167,172,-1
60,89,22,-1
252,210,198,1
215,152,111,1
165,200,202,-1
207,212,109,-1
247,37,82,-1
231,187,152,1
18,63,66,-1
10,36,9,-1
162,197,199,-1
231,178,164,1
221,152,119,1
152,193,195,-1
114,163,168,-1
146,174,175,-1
98,154,155,-1
5,31,30,-1
2,17,20,-1
110,162,160,-1
84,125,129,-1
166,200,202,-1
254,214,206,1
38,48,47,-1
130,175,178,-1
134,178,179,-1
243,135,132,-1
127,171,170,-1
125,173,175,-1
135,179,182,-1
212,157,116,1
208,48,76,-1
248,27,71,-1
125,173,175,-1
100,150,149,-1
239,48,53,-1
163,99,51,1
119,169,170,-1
119,168,172,-1
163,198,200,-1
104,92,106,-1
143,183,183,-1
134,179,182,-1
234,181,167,1
195,38,59,-1
120,168,172,-1
253,255,252,-1
98,137,136,-1
0,190,4,-1
145,96,55,1
86,140,140,-1
226,161,131,1
21,55,54,-1
0,128,0,-1
129,175,175,-1
228,159,130,1
134,178,181,-1
132,176,179,-1
237,119,109,-1
219,151,114,1
113,163,164,-1
204,50,78,-1
0,7,10,-1
21,56,52,-1
231,185,169,1
83,122,127,-1
157,105,58,1
123,162,157,-1
13,57,58,-1
133,177,180,-1
127,131,143,-1
0,13,14,-1
115,163,165,-1
87,141,141,-1
202,144,104,1
5,7,2,-1
153,191,192,-1
0,14,13,-1
114,162,166,-1
126,177,180,-1
0,188,0,-1
141,93,83,1
209,142,99,1
223,152,98,1
97,85,121,-1
165,110,107,1
18,159,140,-1
182,195,212,-1
224,175,134,1
189,129,103,1
223,150,118,1
1,1,0,-1
126,161,155,-1
33,77,76,-1
129,174,177,-1
0,10,92,-1
104,155,156,-1
155,101,54,1
138,171,186,-1
234,178,165,1
89,156,227,-1
153,92,99,-1
151,106,51,1
132,177,180,-1
112,163,166,-1
133,181,181,-1
4,22,24,-1
212,204,201,-1
131,93,84,1
116,166,165,-1
125,164,161,-1
0,128,0,-1
255,255,225,-1
119,168,172,-1
133,85,47,1
170,116,114,1
68,124,198,-1
88,139,134,-1
132,174,186,-1
240,179,160,1
127,89,80,1
169,162,169,-1
23,59,55,-1
122,156,157,-1
122,172,173,-1
70,86,37,-1
129,177,179,-1
138,174,170,-1
106,156,155,-1
213,182,213,-1
142,95,53,1
126,172,172,-1
161,196,198,-1
190,115,76,1
163,197,199,-1
103,157,159,-1
137,185,189,-1
160,198,199,-1
10,22,20,-1
165,157,155,-1
132,163,147,-1
248,183,143,1
23,57,56,-1
85,139,139,-1
27,67,67,-1
113,161,161,-1
162,195,200,-1
90,139,136,-1
222,177,158,1
163,198,200,-1
119,171,169,-1
120,168,170,-1
105,137,0,-1
31,77,74,-1
135,179,182,-1
104,139,135,-1
164,199,201,-1
103,153,152,-1
110,156,154,-1
120,171,172,-1
255,0,0,-1
154,142,192,-1
141,145,180,-1
234,188,173,1
111,157,155,-1
138,174,172,-1
22,62,62,-1
32,78,75,-1
143,98,67,1
158,198,198,-1
133,181,181,-1
0,255,128,-1
130,178,182,-1
158,198,198,-1
190,0,6,-1
214,151,118,1
132,183,184,-1
253,184,145,1
14,24,23,-1
135,87,64,1
150,184,185,-1
22,57,59,-1
140,184,185,-1
211,138,85,1
227,177,144,1
122,170,172,-1
131,175,178,-1
143,178,158,-1
17,30,85,-1
104,94,105,-1
122,82,74,1
0,3,5,-1
100,141,171,-1
158,198,198,-1
228,147,100,1
127,175,179,-1
140,184,185,-1
115,160,157,-1
101,157,158,-1
143,95,55,1
133,173,181,-1
254,192,153,1
36,84,84,-1
134,180,180,-1
223,222,227,-1
135,179,182,-1
121,171,172,-1
11,41,41,-1
150,175,179,-1
127,172,175,-1
131,175,178,-1
114,163,167,-1
179,188,171,-1
212,153,113,1
244,136,126,-1
95,142,172,-1
210,217,233,-1
133,169,165,-1
98,148,147,-1
176,123,119,1
15,55,55,-1
89,138,135,-1
128,0,255,-1
119,170,171,-1
90,132,131,-1
3,4,6,-1
21,55,54,-1
217,56,89,-1
119,169,170,-1
125,170,173,-1
1,15,16,-1
26,37,33,-1
216,138,89,1
113,192,145,-1
169,110,54,1
122,172,173,-1
162,200,201,-1
233,167,141,1
224,175,134,1
122,168,168,-1
87,132,129,-1
99,145,142,-1
163,198,200,-1
17,27,28,-1
129,168,173,-1
168,202,204,-1
186,124,63,1
131,175,178,-1
176,110,75,1
133,165,160,-1
165,102,49,1
220,144,92,1
230,168,127,1
238,27,62,-1
92,136,135,-1
192,205,221,-1
3,23,22,-1
35,89,91,-1
130,176,176,-1
59,108,105,-1
48,65,23,-1
136,186,187,-1
125,134,51,-1
124,163,158,-1
0,3,3,-1
206,220,249,-1
41,87,85,-1
90,135,132,-1
250,229,110,-1
21,55,54,-1
155,193,196,-1
157,197,197,-1
231,178,162,1
160,198,199,-1
1,13,13,-1
0,128,0,-1
141,94,50,1
137,181,184,-1
0,1,4,-1
133,129,130,-1
4,0,3,-1
151,191,191,-1
127,172,175,-1
48,109,110,-1
224,180,143,1
186,118,55,1
6,32,31,-1
24,69,64,-1
173,145,124,1
19,55,53,-1
112,162,163,-1
0,14,15,-1
234,187,171,1
130,87,80,1
164,199,201,-1
123,164,160,-1
239,186,172,1
229,177,140,1
22,56,55,-1
162,200,201,-1
142,137,134,-1
130,176,176,-1
224,154,102,1
99,155,156,-1
129,174,177,-1
113,163,164,-1
162,200,201,-1
170,204,205,-1
20,62,61,-1
135,179,178,-1
0,4,5,-1
125,81,78,1
137,181,182,-1
84,138,138,-1
85,102,120,-1
9,23,68,-1
57,79,227,-1
122,172,173,-1
255,195,159,1
21,52,20,-1
123,171,171,-1
22,57,53,-1
92,138,136,-1
253,189,151,1
228,160,125,1
120,170,171,-1
114,159,156,-1
142,182,181,-1
209,224,205,-1
89,139,138,-1
71,74,191,-1
216,163,123,1
62,93,95,-1
162,200,201,-1
128,164,162,-1
143,93,68,1
141,185,186,-1
160,195,197,-1
177,113,51,1
101,151,150,-1
130,174,185,-1
92,147,150,-1
94,135,131,-1
27,77,76,-1
108,154,151,-1
10,34,36,-1
24,73,69,-1
89,139,138,-1
111,156,153,-1
255,216,205,1
30,76,73,-1
115,165,166,-1
145,185,187,-1
0,2,0,-1
135,179,182,-1
159,197,198,-1
200,213,222,-1
255,255,9,-1
132,132,132,-1
20,59,54,-1
139,181,180,-1
212,158,120,1
30,65,67,-1
127,175,177,-1
154,101,49,1
160,195,197,-1
147,187,189,-1
162,195,200,-1
5,10,14,-1
27,176,32,-1
79,133,135,-1
90,139,136,-1
143,188,191,-1
147,89,41,1
164,199,201,-1
153,100,48,1
255,255,0,-1
81,137,138,-1
113,164,165,-1
28,24,41,-1
16,57,59,-1
134,178,181,-1
223,147,95,1
88,138,137,-1
137,176,173,-1
79,137,138,-1
139,179,179,-1
0,13,16,-1
119,167,167,-1
112,160,162,-1
6,4,7,-1
21,55,54,-1
162,200,201,-1
163,198,200,-1
84,142,143,-1
144,179,175,-1
1,15,16,-1
164,199,201,-1
8,34,35,-1
177,37,40,-1
9,35,36,-1
39,93,93,-1
157,136,117,1
222,149,98,1
243,179,135,1
138,182,183,-1
229,183,168,1
93,138,135,-1
224,160,151,1
158,198,198,-1
158,198,198,-1
255,111,43,-1
169,203,204,-1
215,152,119,1
132,178,178,-1
171,156,159,-1
139,183,184,-1
131,175,178,-1
227,160,131,1
124,172,172,-1
46,47,49,-1
131,176,179,-1
135,91,44,1
234,169,151,1
131,91,81,1
10,20,19,-1
118,167,164,-1
106,156,155,-1
104,154,119,-1
236,45,52,-1
37,93,90,-1
87,142,145,-1
255,48,89,-1
123,171,173,-1
69,127,128,-1
215,138,94,1
120,165,162,-1
12,41,39,-1
193,185,183,-1
127,172,177,-1
178,119,61,1
197,128,61,1
20,163,143,-1
37,91,91,-1
134,178,179,-1
34,88,90,-1
46,102,101,-1
19,58,53,-1
114,159,156,-1
231,162,131,1
21,67,65,-1
178,37,46,-1
222,16,18,-1
124,169,174,-1
132,176,177,-1
25,53,67,-1
6,32,31,-1
162,200,201,-1
0,0,2,-1
195,192,213,-1
119,170,171,-1
29,79,78,-1
161,105,58,1
222,155,102,1
120,162,160,-1
26,65,62,-1
125,179,181,-1
125,161,157,-1
46,57,59,-1
195,128,60,1
129,177,179,-1
235,187,173,1
141,185,184,-1
53,79,94,-1
118,169,170,-1
153,92,97,-1
163,104,44,1
159,197,198,-1
111,104,216,-1
145,187,186,-1
112,162,163,-1
140,180,182,-1
120,159,156,-1
255,108,41,-1
124,163,134,-1
90,141,144,-1
163,197,199,-1
158,196,197,-1
135,181,181,-1
188,135,95,1
5,29,29,-1
48,85,101,-1
0,2,0,-1
208,28,53,-1
137,89,40,1
218,25,46,-1
21,61,60,-1
134,178,181,-1
239,43,53,-1
209,49,77,-1
